0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.384185791015625000e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.110004425048828125e-05,4.014343023300170898e-03,6.207466125488281250e-03,2.008676528930664062e-05,9.246468544006347656e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.980232238769531250e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.165836334228515625e-06,8.213520050048828125e-05,2.205371856689453125e-06,1.508891582489013672e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.192092895507812500e-07,1.192092895507812500e-07,8.678436279296875000e-05
0.000000000000000000e+00,0.000000000000000000e+00,2.086162567138671875e-07,2.980232238769531250e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.980232238769531250e-08,3.576278686523437500e-07,2.980232238769531250e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.086162567138671875e-07,7.605552673339843750e-05
0.000000000000000000e+00,2.980232238769531250e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.960464477539062500e-08,2.163648605346679688e-05,4.157423973083496094e-04,3.346002101898193359e-02,3.298110365867614746e-01,3.226976990699768066e-01,6.604522466659545898e-03,2.920627593994140625e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.035498619079589844e-05
0.000000000000000000e+00,2.980232238769531250e-08,1.192092895507812500e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.980232238769531250e-06,8.313953876495361328e-04,1.157844066619873047e-02,1.618863940238952637e-01,7.735896110534667969e-01,9.706229567527770996e-01,9.509493112564086914e-01,7.814898490905761719e-01,1.478674113750457764e-01,2.737641334533691406e-04,5.662441253662109375e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.053380012512207031e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.384185791015625000e-07,5.945563316345214844e-05,1.909682154655456543e-02,1.365818679332733154e-01,6.622494459152221680e-01,9.567249417304992676e-01,9.701712131500244141e-01,9.815782308578491211e-01,9.847348928451538086e-01,9.622910618782043457e-01,9.112850427627563477e-01,2.453956604003906250e-01,1.778006553649902344e-03,5.960464477539062500e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.993511199951171875e-06
0.000000000000000000e+00,8.940696716308593750e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.242096424102783203e-04,5.717757344245910645e-02,4.415540993213653564e-01,9.704171419143676758e-01,9.909456968307495117e-01,9.808940291404724121e-01,8.270586729049682617e-01,9.560952186584472656e-01,9.851245880126953125e-01,9.703241586685180664e-01,9.820675253868103027e-01,8.818732500076293945e-01,9.138748049736022949e-02,1.686811447143554688e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.556510925292968750e-07
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.453029155731201172e-04,1.435241699218750000e-01,8.510125279426574707e-01,9.735255241394042969e-01,9.837725162506103516e-01,9.598772525787353516e-01,7.248015403747558594e-01,5.204290151596069336e-01,2.629779577255249023e-01,7.211530208587646484e-01,9.528577327728271484e-01,9.884787797927856445e-01,9.753934144973754883e-01,5.424809455871582031e-01,1.434981822967529297e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.980232238769531250e-08
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.904104232788085938e-06,4.493528604507446289e-02,7.768695354461669922e-01,9.925904273986816406e-01,9.885787963867187500e-01,9.212814569473266602e-01,4.090408682823181152e-01,1.110708713531494141e-02,1.530110836029052734e-03,2.567768096923828125e-04,8.482366800308227539e-03,6.992022991180419922e-01,9.590297937393188477e-01,9.791178107261657715e-01,7.417072057723999023e-01,3.657341003417968750e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.490116119384765625e-07
